zipcode,centile,superzip,rank,city,state,adultpop,households,college,income,zip_code,latitude,longitude,city,state,county
79027,19.45909,0,16654,Dimmitt,TX,3174,1407,14.56%,45.98568,46530,41.734912,-86.139868,Granger,IN,St Joseph
24416,19.45659,0,16655,Buena Vista,VA,5944,2434,11.12%,51.90518,46531,41.34963,-86.524321,Grovertown,IN,Starke
36078,19.4528,0,16656,Tallassee,AL,7882,3382,11.49%,51.26054,46532,41.393141,-86.594849,Hamlet,IN,Starke
16423,19.44989,0,16657,Lake City,PA,2710,1152,12.66%,49.25729,46534,41.280907,-86.608249,Knox,IN,Starke
66770,19.44896,0,16658,Riverton,KS,672,292,9.23%,55.16503,46536,41.526373,-86.270086,Lakeville,IN,St Joseph
61282,19.44715,0,16659,Silvis,IL,5923,2431,9.94%,53.92542,46537,41.455431,-86.309368,Lapaz,IN,Marshall
29847,19.44485,0,16660,Trenton,SC,2451,1075,11.26%,51.65674,46538,41.342883,-85.823785,Leesburg,IN,Kosciusko
76664,19.4436,0,16661,Mart,TX,2136,874,12.36%,49.76202,46539,41.177648,-86.008586,Mentone,IN,Kosciusko
62994,19.44289,0,,Vergennes,IL,419,186,11.22%,51.72735,46540,41.646192,-85.831327,Middlebury,IN,Elkhart
48015,19.44106,0,16662,Center Line,MI,6255,2164,6.14%,60.4765,46542,41.28296,-85.871138,Milford,IN,Kosciusko
13830,19.43834,0,16663,Oxford,NY,3639,1372,12.78%,49.035,46543,41.531255,-85.712083,Millersburg,IN,Elkhart
59072,19.43656,0,16664,Roundup,MT,2856,1074,16.67%,42.33094,46544,41.61536,-86.287884,Mishawaka,IN,St Joseph
52219,19.43575,0,,Prairieburg,IA,71,27,2.82%,66.19725,46545,41.696407,-86.304735,Mishawaka,IN,St Joseph
45132,19.43569,0,,Highland,OH,159,80,5.66%,61.29375,46546,41.688432,-86.196485,Mishawaka,IN,St Joseph
51016,19.43538,0,16665,Correctionville,IA,971,400,11.33%,51.52598,46550,41.574743,-85.972724,Nappanee,IN,Elkhart
77502,19.42953,0,16666,Pasadena,TX,20345,8797,9.33%,54.9715,46552,41.701172,-86.455494,New Carlisle,IN,St Joseph
29720,19.41601,0,16667,Lancaster,SC,28887,12296,10.76%,52.50668,46553,41.47867,-85.8192,New Paris,IN,Elkhart
74736,19.40795,0,,Garvin,OK,479,215,14.61%,45.86276,46554,41.561716,-86.414045,North Liberty,IN,St Joseph
30241,19.40438,0,16668,Lagrange,GA,12544,5263,13.32%,48.08437,46555,41.332568,-85.710285,North Webster,IN,Kosciusko
47265,19.39751,0,16669,North Vernon,IN,12469,5531,8.96%,55.59392,46556,41.596769,-86.292991,Notre Dame,IN,St Joseph
71701,19.39008,0,16670,Camden,AR,14624,6259,13.47%,47.81501,46561,41.669504,-86.087002,Osceola,IN,St Joseph
79549,19.38365,0,16671,Snyder,TX,8791,3764,12.08%,50.20922,46562,41.265769,-85.854745,Pierceton,IN,Kosciusko
73526,19.38084,0,16672,Blair,OK,1445,673,12.80%,48.96439,46563,41.352997,-86.301486,Plymouth,IN,Marshall
44890,19.37838,0,16673,Willard,OH,7525,3299,8.58%,56.23072,46565,41.67572,-85.567362,Shipshewana,IN,Lagrange
54103,19.37619,0,,Armstrong Creek,WI,433,168,8.78%,55.8999,46566,41.137923,-85.88883,Sidney,IN,Kosciusko
76681,19.37597,0,,Richland,TX,385,161,13.77%,47.29851,46567,41.296386,-85.844729,Syracuse,IN,Kosciusko
39355,19.37451,0,16674,Quitman,MS,4911,2126,13.30%,48.1053,46570,41.215971,-86.12282,Tippecanoe,IN,Marshall
18817,19.3731,0,,East Smithfield,PA,233,98,8.58%,56.2268,46571,41.578904,-85.540055,Topeka,IN,Lagrange
84646,19.37282,0,16675,Moroni,UT,810,391,13.09%,48.46358,46572,41.325513,-86.260569,Tyner,IN,Marshall
50164,19.37247,0,,Menlo,IA,469,217,11.51%,51.17293,46573,41.58574,-85.882695,Wakarusa,IN,Elkhart
58365,19.37226,0,,Rocklake,ND,300,115,16.67%,42.29301,46574,41.488957,-86.446734,Walkerton,IN,St Joseph
69020,19.37208,0,,Bartley,NE,337,157,13.65%,47.49072,46580,41.2228,-85.860179,Warsaw,IN,Kosciusko
96052,19.37159,0,16676,Lewiston,CA,1447,528,15.07%,45.05074,46581,41.239365,-85.864267,Warsaw,IN,Kosciusko
58416,19.37109,0,,Binford,ND,378,167,18.25%,39.5549,46582,41.254225,-85.849508,Warsaw,IN,Kosciusko
86321,19.37064,0,16677,Bagdad,AZ,1233,567,9.08%,55.35725,46590,41.232725,-85.826346,Winona Lake,IN,Kosciusko
16668,19.36957,0,16678,Patton,PA,2677,1046,11.84%,50.60412,46595,41.518136,-86.165227,Wyatt,IN,St Joseph
75567,19.36814,0,16679,Maud,TX,2518,1099,9.57%,54.51515,46601,41.673383,-86.251654,South Bend,IN,St Joseph
68637,19.36738,0,,Ericson,NE,249,103,14.46%,46.0929,46604,41.664198,-86.221805,South Bend,IN,St Joseph
14826,19.36694,0,16680,Cohocton,NY,1350,558,11.93%,50.45113,46612,41.628483,-86.234589,South Bend,IN,St Joseph
28372,19.36469,0,16681,Pembroke,NC,6884,3049,16.40%,42.74022,46613,41.656573,-86.255696,South Bend,IN,St Joseph
53550,19.36258,0,16682,Juda,WI,789,357,7.10%,58.76747,46614,41.616532,-86.278463,South Bend,IN,St Joseph
71635,19.35991,0,16683,Crossett,AR,8917,3963,10.86%,52.29092,46615,41.677046,-86.216105,South Bend,IN,St Joseph
14510,19.35653,0,16684,Mount Morris,NY,3403,1349,12.22%,49.93201,46616,41.695957,-86.264293,South Bend,IN,St Joseph
75801,19.34929,0,16685,Palestine,TX,22988,8305,13.02%,48.55249,46617,41.682897,-86.238906,South Bend,IN,St Joseph
4928,19.34258,0,16686,Corinna,ME,1463,624,12.44%,49.55804,46619,41.672919,-86.296056,South Bend,IN,St Joseph
71323,19.34199,0,16687,Center Point,LA,696,311,12.21%,49.94901,46620,41.596769,-86.292991,South Bend,IN,St Joseph
54543,19.34179,0,,Mc Naughton,WI,25,12,8%,57.2075,46624,41.733223,-86.283278,South Bend,IN,St Joseph
66783,19.3413,0,16688,Yates Center,KS,1729,705,14.00%,46.87092,46626,41.677397,-86.252506,South Bend,IN,St Joseph
89821,19.34073,0,,Crescent Valley,NV,365,133,6.58%,59.65925,46628,41.716559,-86.335738,South Bend,IN,St Joseph
50143,19.3405,0,,Leighton,IA,452,210,10.84%,52.304,46629,41.671919,-86.27911,South Bend,IN,St Joseph
15923,19.34003,0,16689,Bolivar,PA,1253,511,14.13%,46.64209,46634,41.596769,-86.292991,South Bend,IN,St Joseph
97754,19.33666,0,16690,Prineville,OR,11026,4710,11.39%,51.35207,46635,41.686358,-86.338666,South Bend,IN,St Joseph
93534,19.328,0,16691,Lancaster,CA,20559,8161,14.01%,46.83823,46637,41.699077,-86.315321,South Bend,IN,St Joseph
14880,19.32205,0,16692,Scio,NY,1100,474,11.18%,51.70904,46660,41.596769,-86.292991,South Bend,IN,St Joseph
48834,19.32134,0,16693,Fenwick,MI,1490,665,6.31%,60.10514,46680,41.596769,-86.292991,South Bend,IN,St Joseph
37185,19.31931,0,16694,Waverly,TN,5922,2396,10.39%,53.0781,46699,41.596769,-86.292991,South Bend,IN,St Joseph
81151,19.31745,0,16695,Sanford,CO,847,391,17.47%,40.8625,46701,41.376028,-85.413862,Albion,IN,Noble
76093,19.3169,0,16696,Rio Vista,TX,1125,494,7.56%,57.95022,46702,40.820278,-85.597862,Andrews,IN,Huntington
45863,19.31637,0,16697,Middle Point,OH,809,334,6.80%,59.25128,46703,41.672567,-85.000474,Angola,IN,Steuben
57045,19.31592,0,16698,Menno,SD,833,341,14.77%,45.52148,46704,41.103797,-85.292474,Arcola,IN,Allen
10040,19.30757,0,16699,New York,NY,29590,10759,20.22%,36.11722,46705,41.501455,-85.071275,Ashley,IN,De Kalb
4983,19.29913,0,16700,Strong,ME,1160,483,14.74%,45.56202,46706,41.377758,-85.027689,Auburn,IN,De Kalb
42206,19.29795,0,16701,Auburn,KY,3152,1394,11.23%,51.61097,46710,41.368123,-85.391019,Avilla,IN,Noble
56296,19.29663,0,16702,Wheaton,MN,1652,640,9.81%,54.06403,46711,40.671628,-84.934331,Berne,IN,Adams
93243,19.29595,0,16703,Lebec,CA,832,370,10.46%,52.9395,46713,40.829196,-85.489198,Bippus,IN,Huntington
35474,19.29482,0,16704,Moundville,AL,3308,1440,9.10%,55.27618,46714,40.71327,-85.2023,Bluffton,IN,Wells
72845,19.29371,0,16705,Knoxville,AR,705,295,12.77%,48.95393,46720,41.395275,-85.423462,Brimfield,IN,Noble
68746,19.29341,0,,Lynch,NE,380,153,17.11%,41.47577,46721,41.426441,-84.912517,Butler,IN,De Kalb
36904,19.29242,0,16706,Butler,AL,3226,1344,14.17%,46.53748,46723,41.190811,-85.389672,Churubusco,IN,Whitley
4457,19.29019,0,16707,Lincoln,ME,4897,2053,13.42%,47.82939,46725,41.14956,-85.50042,Columbia City,IN,Whitley
66938,19.28863,0,16708,Clyde,KS,787,314,12.20%,49.92678,46730,41.463082,-85.137324,Corunna,IN,De Kalb
49768,19.2883,0,,Paradise,MI,398,157,13.57%,47.56395,46731,40.794056,-85.104206,Craigville,IN,Wells
11225,19.27732,0,16709,Brooklyn,NY,39593,16086,15.54%,44.16419,46732,41.377903,-85.59875,Cromwell,IN,Noble
50173,19.26632,0,,Montour,IA,496,213,11.29%,51.48675,46733,40.81911,-84.93785,Decatur,IN,Adams
77982,19.26595,0,16710,Port O Connor,TX,854,356,11.83%,50.56097,46737,41.711462,-84.945643,Fremont,IN,Steuben
12758,19.26493,0,16711,Livingston Manor,NY,2873,1134,11.14%,51.74566,46738,41.323007,-85.140707,Garrett,IN,De Kalb
76865,19.26411,0,,Norton,TX,123,43,17.07%,41.5163,46740,40.612058,-84.936072,Geneva,IN,Adams
48720,19.26385,0,16712,Bay Port,MI,818,328,9.41%,54.7126,46741,41.195015,-84.963984,Grabill,IN,Allen
65803,19.25689,0,16713,Springfield,MO,24537,9978,14.01%,46.78854,46742,41.572304,-84.897465,Hamilton,IN,Steuben
64644,19.24962,0,16714,Hamilton,MO,1939,801,13.98%,46.84346,46743,41.227324,-84.987882,Harlan,IN,Allen
33603,19.24547,0,16715,Tampa,FL,13176,4927,15.66%,43.93274,46745,40.957347,-85.002148,Hoagland,IN,Allen
14719,19.24123,0,16716,Cattaraugus,NY,2292,965,11.17%,51.67243,46746,41.711914,-85.367474,Howe,IN,Lagrange
61441,19.24038,0,16717,Ipava,IL,778,314,8.48%,56.30003,46747,41.577125,-85.113166,Hudson,IN,Steuben
16664,19.23984,0,16718,New Enterprise,PA,1222,562,10.80%,52.304,46748,41.237988,-85.159437,Huntertown,IN,Allen
55954,19.23921,0,16719,Mabel,MN,1059,407,12.75%,48.9487,46750,40.842697,-85.489225,Huntington,IN,Huntington
35951,19.23766,0,16720,Albertville,AL,4583,1975,12.02%,50.19746,46755,41.431488,-85.389073,Kendallville,IN,Noble
19023,19.23285,0,16721,Darby,PA,12954,5219,10.00%,53.67437,46759,40.603317,-85.205635,Keystone,IN,Wells
64109,19.22707,0,16722,Kansas City,MO,8133,2433,17.20%,41.27178,46760,41.369423,-85.543448,Kimmell,IN,Noble
24915,19.22473,0,,Arbovale,WV,386,155,21.50%,33.85769,46761,41.655135,-85.387208,Lagrange,IN,Lagrange
5824,19.22448,0,,Concord,VT,494,186,10.32%,53.12125,46763,41.292913,-85.27904,Laotto,IN,Noble
79057,19.22411,0,16723,McLean,TX,884,303,12.22%,49.85225,46764,41.206938,-85.591994,Larwill,IN,Whitley
72206,19.21917,0,16724,Little Rock,AR,17101,6948,13.62%,47.43581,46765,41.232203,-85.043118,Leo,IN,Allen
72847,19.21403,0,16725,London,AR,1628,696,11.12%,51.74304,46766,40.698551,-85.278222,Liberty Center,IN,Wells
56552,19.21351,0,,Hitterdal,MN,271,131,6.64%,59.45527,46767,41.405478,-85.42573,Ligonier,IN,Noble
4945,19.21324,0,16726,Jackman,ME,716,283,14.80%,45.38941,46769,40.74532,-84.937926,Linn Grove,IN,Adams
18413,19.213,0,,Clifford,PA,139,64,10.79%,52.304,46770,40.862309,-85.354611,Markle,IN,Huntington
61778,19.21284,0,,Waynesville,IL,469,187,8.96%,55.46447,46771,41.665489,-85.267567,Mongo,IN,Lagrange
55807,19.21081,0,16727,Duluth,MN,6901,2721,12.85%,48.74602,46772,40.709518,-84.919164,Monroe,IN,Adams
13331,19.20886,0,,Eagle Bay,NY,198,81,15.15%,44.7853,46773,41.059007,-84.90402,Monroeville,IN,Allen
42459,19.20796,0,16728,Sturgis,KY,3108,1285,10.59%,52.64921,46774,41.102098,-84.962038,New Haven,IN,Allen
30553,19.20587,0,16729,Lavonia,GA,4502,1993,12.91%,48.64926,46776,41.71364,-85.140168,Orland,IN,Steuben
66767,19.20452,0,,Prescott,KS,417,134,10.07%,53.53053,46777,40.855435,-85.203797,Ossian,IN,Wells
18837,19.2038,0,16730,Rome,PA,2211,974,11.49%,51.08924,46778,40.611419,-85.152604,Petroleum,IN,Wells
64658,19.20253,0,16731,Marceline,MO,2390,1020,12.01%,50.19223,46779,41.577443,-85.031873,Pleasant Lake,IN,Steuben
40508,19.19842,0,16732,Lexington,KY,12598,3963,25.20%,27.45306,46780,40.74532,-84.937926,Pleasant Mills,IN,Adams
78629,19.193,0,16733,Gonzales,TX,7142,2965,11.71%,50.70611,46781,40.639684,-85.259163,Poneto,IN,Wells
15349,19.19065,0,16734,Mount Morris,PA,1404,610,10.11%,53.44815,46782,40.83204,-85.005402,Preble,IN,Adams
67335,19.1896,0,16735,Cherryvale,KS,2443,1007,13.43%,47.73917,46783,40.954446,-85.393868,Roanoke,IN,Huntington
54156,19.18858,0,16736,Pembine,WI,1281,538,13.27%,48.0033,46784,41.401296,-85.401402,Rome City,IN,Noble
16354,19.18601,0,16737,Titusville,PA,8093,3272,12.29%,49.68488,46785,41.319754,-84.888552,Saint Joe,IN,De Kalb
97118,19.18362,0,16738,Garibaldi,OR,600,208,12.67%,49.035,46786,41.536899,-85.319241,South Milford,IN,Lagrange
79731,19.18283,0,16739,Crane,TX,2275,1016,13.49%,47.60841,46787,41.071204,-85.510981,South Whitley,IN,Whitley
16364,19.18202,0,16740,Venus,PA,700,287,10.57%,52.64397,46788,41.302927,-84.902416,Spencerville,IN,De Kalb
31545,19.17944,0,16741,Jesup,GA,8704,3876,11.73%,50.64335,46789,41.583493,-85.199186,Stroh,IN,Lagrange
76556,19.17681,0,16742,Milano,TX,879,385,11.26%,51.44752,46791,40.859358,-85.270039,Uniondale,IN,Wells
56557,19.17606,0,16743,Mahnomen,MN,1836,743,12.96%,48.51458,46792,40.712066,-85.468798,Warren,IN,Huntington
24976,19.17534,0,16744,Sinks Grove,WV,770,341,14.03%,46.68001,46793,41.461019,-85.019562,Waterloo,IN,De Kalb
88253,19.17509,0,,Lake Arthur,NM,140,70,22.14%,32.69,46794,41.476682,-85.386856,Wawaka,IN,Noble
53553,19.17495,0,,Linden,WI,400,175,5.50%,61.36828,46795,41.583475,-85.337737,Wolcottville,IN,Lagrange
56540,19.17446,0,16745,Fertile,MN,1385,568,13.65%,47.32989,46796,41.336115,-85.500246,Wolflake,IN,Noble
41035,19.17246,0,16746,Dry Ridge,KY,5870,2632,9.25%,54.90351,46797,41.125044,-84.874249,Woodburn,IN,Allen
24593,19.17047,0,16747,Spout Spring,VA,1387,594,7.79%,57.42587,46798,41.009498,-85.086518,Yoder,IN,Allen
64475,19.17001,0,,Parnell,MO,303,124,13.53%,47.52603,46799,40.918797,-85.282422,Zanesville,IN,Allen
80834,19.16985,0,,Seibert,CO,271,109,16.61%,42.22502,46801,41.093763,-85.070713,Fort Wayne,IN,Allen
44662,19.16796,0,16748,Navarre,OH,6631,2635,9.17%,55.03819,46802,41.065397,-85.15842,Fort Wayne,IN,Allen
27870,19.16117,0,16749,Roanoke Rapids,NC,18086,7580,12.83%,48.72902,46803,41.065648,-85.084069,Fort Wayne,IN,Allen
83861,19.15503,0,16750,Saint Maries,ID,4292,1828,12.09%,49.99609,46804,41.057168,-85.239172,Fort Wayne,IN,Allen
20001,19.14836,0,16751,Washington,DC,20021,6084,19.05%,37.99755,46805,41.099948,-85.078019,Fort Wayne,IN,Allen
49733,19.14248,0,16752,Frederic,MI,1394,559,11.48%,51.05394,46806,41.049248,-85.082319,Fort Wayne,IN,Allen
15376,19.14177,0,16753,West Alexander,PA,1201,508,10.24%,53.18401,46807,41.042342,-85.14682,Fort Wayne,IN,Allen
66872,19.14124,0,16754,White City,KS,720,326,11.53%,50.96632,46808,41.093898,-85.184121,Fort Wayne,IN,Allen
51045,19.14103,0,,Oyens,IA,41,20,0%,70.82877,46809,41.037097,-85.205071,Fort Wayne,IN,Allen
39440,19.13733,0,16755,Laurel,MS,13466,5439,16.95%,41.60783,46814,41.045647,-85.305823,Fort Wayne,IN,Allen
77053,19.12987,0,16756,Houston,TX,13696,6150,10.54%,52.64659,46815,41.141189,-85.072068,Fort Wayne,IN,Allen
91762,19.11786,0,16757,Ontario,CA,30057,12298,9.50%,54.45108,46816,40.988047,-85.033817,Fort Wayne,IN,Allen
5825,19.10959,0,,Coventry,VT,74,35,12.16%,49.85225,46818,41.112548,-85.203895,Fort Wayne,IN,Allen
64489,19.10921,0,16758,Stanberry,MO,1301,547,11.15%,51.60313,46819,40.978697,-85.126419,Fort Wayne,IN,Allen
39666,19.10713,0,16759,Summit,MS,6284,2732,12.99%,48.43089,46825,41.138003,-85.104001,Fort Wayne,IN,Allen
64873,19.10525,0,16760,Wentworth,MO,562,251,14.06%,46.58325,46835,41.156698,-85.057218,Fort Wayne,IN,Allen
29385,19.10394,0,16761,Wellford,SC,4229,1848,9.17%,54.99635,46845,41.095957,-85.084581,Fort Wayne,IN,Allen
59263,19.10248,0,16762,Scobey,MT,1078,400,14.29%,46.18835,46850,41.093763,-85.070713,Fort Wayne,IN,Allen
4910,19.10183,0,16763,Albion,ME,1288,541,12.58%,49.13176,46851,41.093763,-85.070713,Fort Wayne,IN,Allen
17931,19.09968,0,16764,Frackville,PA,6528,1550,8.59%,55.99535,46852,41.093763,-85.070713,Fort Wayne,IN,Allen
66771,19.09771,0,16765,Saint Paul,KS,661,262,10.89%,52.03202,46853,41.093763,-85.070713,Fort Wayne,IN,Allen
42234,19.0971,0,16766,Guthrie,KY,1570,706,13.12%,48.1916,46854,41.093763,-85.070713,Fort Wayne,IN,Allen
76869,19.09663,0,,Pontotoc,TX,136,53,22.79%,31.52231,46855,41.093763,-85.070713,Fort Wayne,IN,Allen
71430,19.0962,0,16767,Forest Hill,LA,1424,614,10.60%,52.52891,46856,41.093763,-85.070713,Fort Wayne,IN,Allen
47162,19.0957,0,,New Washington,IN,410,210,13.17%,48.10137,46857,41.093763,-85.070713,Fort Wayne,IN,Allen
48030,19.09234,0,16768,Hazel Park,MI,11844,4701,7.89%,57.2075,46858,41.093763,-85.070713,Fort Wayne,IN,Allen
67578,19.08877,0,16769,Stafford,KS,1139,445,14.75%,45.37634,46859,41.093763,-85.070713,Fort Wayne,IN,Allen
21521,19.0882,0,16770,Barton,MD,957,421,8.88%,55.48278,46860,41.093763,-85.070713,Fort Wayne,IN,Allen
73029,19.0876,0,16771,Cyril,OK,1233,513,13.30%,47.86731,46861,41.093763,-85.070713,Fort Wayne,IN,Allen
66941,19.08719,0,,Esbon,KS,236,88,11.86%,50.3426,46862,41.093763,-85.070713,Fort Wayne,IN,Allen
79381,19.08699,0,,Wilson,TX,489,232,14.52%,45.766,46863,41.093763,-85.070713,Fort Wayne,IN,Allen
52540,19.08657,0,16772,Brighton,IA,1046,423,11.38%,51.18077,46864,41.093763,-85.070713,Fort Wayne,IN,Allen
30170,19.08578,0,16773,Roopville,GA,1836,808,8.01%,56.98652,46865,41.126298,-85.090669,Fort Wayne,IN,Allen
48422,19.08417,0,16774,Croswell,MI,3999,1749,9.43%,54.53607,46866,41.093763,-85.070713,Fort Wayne,IN,Allen
45681,19.08282,0,16775,South Salem,OH,949,393,10.01%,53.53053,46867,41.093763,-85.070713,Fort Wayne,IN,Allen
45169,19.08165,0,16776,Sabina,OH,3279,1444,9.27%,54.80413,46868,41.093763,-85.070713,Fort Wayne,IN,Allen
71822,19.07912,0,16777,Ashdown,AR,5949,2582,11.20%,51.48675,46869,41.093763,-85.070713,Fort Wayne,IN,Allen
77530,19.07329,0,16778,Channelview,TX,15293,6854,7.17%,58.41441,46885,41.093763,-85.070713,Fort Wayne,IN,Allen
35062,19.06767,0,16779,Dora,AL,5197,2303,9.72%,54.03003,46895,41.093763,-85.070713,Fort Wayne,IN,Allen
48419,19.06575,0,16780,Carsonville,MI,1795,812,10.19%,53.20363,46896,41.093763,-85.070713,Fort Wayne,IN,Allen
86322,19.06328,0,16781,Camp Verde,AZ,7166,2764,12.63%,49.00885,46897,41.093763,-85.070713,Fort Wayne,IN,Allen
48865,19.06099,0,16782,Orleans,MI,1194,500,7.20%,58.35819,46898,41.093763,-85.070713,Fort Wayne,IN,Allen
75117,19.06007,0,16783,Edgewood,TX,2148,964,11.08%,51.67374,46899,41.093763,-85.070713,Fort Wayne,IN,Allen
50430,19.05937,0,,Corwith,IA,408,174,12.25%,49.64827,46901,40.506851,-86.171054,Kokomo,IN,Howard
54968,19.05864,0,16784,Princeton,WI,2236,813,8.54%,56.04635,46902,40.444291,-86.17559,Kokomo,IN,Howard
61337,19.05795,0,,Malden,IL,298,114,6.38%,59.77563,46903,40.469625,-86.11894,Kokomo,IN,Howard
65081,19.05701,0,16785,Tipton,MO,3114,841,8.48%,56.14704,46904,40.469625,-86.11894,Kokomo,IN,Howard
28551,19.05406,0,16786,La Grange,NC,7630,3327,10.66%,52.39292,46910,41.047932,-86.069172,Akron,IN,Fulton
56309,19.05173,0,16787,Ashby,MN,854,350,12.06%,49.96863,46911,40.650476,-85.943552,Amboy,IN,Miami
54541,19.05122,0,16788,Laona,WI,1021,407,9.60%,54.21048,46912,41.040988,-86.206925,Athens,IN,Fulton
39771,19.05094,0,,Walthall,MS,18,10,27.78%,22.883,46913,40.500141,-86.507065,Bringhurst,IN,Carroll
47551,19.05082,0,,Leopold,IN,397,186,11.08%,51.6502,46914,40.659068,-86.102125,Bunker Hill,IN,Miami
28358,19.04443,0,16789,Lumberton,NC,22901,9540,14.68%,45.44956,46915,40.495181,-86.394248,Burlington,IN,Carroll
14873,19.0377,0,16790,Prattsburgh,NY,1597,664,14.15%,46.36096,46916,40.584272,-86.573952,Burrows,IN,Carroll
64683,19.03567,0,16791,Trenton,MO,5801,2312,13.93%,46.74278,46917,40.626954,-86.499148,Camden,IN,Carroll
87325,19.03372,0,16792,Tohatchi,NM,1306,520,19.68%,36.83117,46919,40.578034,-85.878104,Converse,IN,Miami
26525,19.0326,0,16793,Bruceton Mills,WV,2778,1149,10.76%,52.19286,46920,40.485424,-86.488525,Cutler,IN,Carroll
55769,19.0314,0,16794,Nashwauk,MN,1562,654,11.27%,51.3233,46921,40.960538,-86.12908,Deedsville,IN,Miami
77467,19.03095,0,,Pierce,TX,98,43,5.10%,61.94755,46922,41.040988,-86.206925,Delong,IN,Fulton
49827,19.03074,0,16795,Engadine,MI,683,272,12.88%,48.53157,46923,40.580452,-86.637891,Delphi,IN,Carroll
56145,19.03042,0,,Jeffers,MN,468,186,10.26%,53.05849,46926,40.867036,-86.07524,Denver,IN,Miami
76374,19.02949,0,16796,Olney,TX,2901,1184,16.55%,42.21848,46928,40.515421,-85.661196,Fairmount,IN,Grant
56360,19.02799,0,16797,Osakis,MN,2593,1028,10.03%,53.45076,46929,40.556269,-86.490521,Flora,IN,Carroll
60926,19.02726,0,,Claytonville,IL,49,24,8.16%,56.66223,46930,40.40993,-85.571035,Fowlerton,IN,Grant
68864,19.02703,0,16798,Palmer,NE,820,349,12.68%,48.87155,46931,40.948405,-86.265814,Fulton,IN,Fulton
28640,19.02598,0,16799,Jefferson,NC,3002,1174,12.43%,49.31483,46932,40.634254,-86.269625,Galveston,IN,Cass
89029,19.02372,0,16800,Laughlin,NV,5221,2032,10.61%,52.43999,46933,40.54429,-85.585245,Gas City,IN,Grant
51510,19.02168,0,16801,Carter Lake,IA,2194,918,8.57%,55.95744,46935,41.040988,-86.206925,Grass Creek,IN,Fulton
50851,19.02066,0,16802,Lenox,IA,1531,574,12.41%,49.33183,46936,40.485442,-85.997326,Greentown,IN,Howard
1104,19.01631,0,16803,Springfield,MA,14338,5555,12.11%,49.85225,46937,40.418662,-86.018139,Hemlock,IN,Howard
44413,19.0109,0,16804,East Palestine,OH,5360,2264,11.14%,51.51683,46938,40.44673,-85.650398,Jonesboro,IN,Grant
26416,19.00818,0,16805,Philippi,WV,4536,1860,15.83%,43.43063,46939,41.040533,-86.374647,Kewanna,IN,Fulton
74435,19.00635,0,16806,Gore,OK,2149,940,15.45%,44.08443,46940,40.696155,-85.740428,La Fontaine,IN,Wabash
45167,19.00504,0,16807,Ripley,OH,2627,1058,9.52%,54.30724,46941,40.826475,-85.700909,Lagro,IN,Wabash
43437,19.00428,0,,Jerry City,OH,120,54,1.67%,67.83175,46942,40.736111,-86.37341,Lake Cicott,IN,Cass
17099,19.00405,0,16808,Yeagertown,PA,739,318,9.20%,54.84597,46943,40.974279,-85.837546,Laketon,IN,Wabash
30560,19.00313,0,16809,Morganton,GA,2611,1102,11.34%,51.16639,46945,41.040988,-86.206925,Leiters Ford,IN,Fulton
24377,19.00233,0,,Tannersville,VA,291,114,9.62%,54.12025,46946,41.035629,-85.735756,Liberty Mills,IN,Wabash
24258,19.00194,0,16810,Hiltons,VA,1123,501,10.86%,51.9771,46947,40.77927,-86.375168,Logansport,IN,Cass
4346,19.00125,0,16811,Randolph,ME,1423,591,11.67%,50.59497,46950,40.875277,-86.354066,Lucerne,IN,Cass
51364,19.00072,0,16812,Terril,IA,506,201,10.08%,53.32524,46951,40.95841,-86.129366,Macy,IN,Miami
26847,18.99946,0,16813,Petersburg,WV,4073,1678,14.76%,45.26519,46952,40.519756,-85.636731,Marion,IN,Grant
68325,18.99828,0,,Byron,NE,215,97,12.09%,49.85225,46953,40.499959,-85.626401,Marion,IN,Grant
79506,18.99806,0,16814,Blackwell,TX,601,261,15.14%,44.59831,46957,40.389831,-85.476619,Matthews,IN,Grant
68786,18.99768,0,16815,Wausa,NE,780,306,14.10%,46.38842,46958,40.822384,-86.116189,Mexico,IN,Miami
75631,18.997,0,16816,Beckville,TX,1699,774,9.95%,53.54884,46959,40.61466,-86.106432,Miami,IN,Miami
80747,18.99644,0,,Peetz,CO,352,149,10.51%,52.57598,46960,41.124552,-86.544617,Monterey,IN,Pulaski
89104,18.98908,0,16817,Las Vegas,NV,26426,9001,9.50%,54.31247,46961,40.762054,-86.193648,New Waverly,IN,Cass
29493,18.9818,0,,Williams,SC,101,42,16.83%,41.67975,46962,40.859877,-85.794138,North Manchester,IN,Wabash
93210,18.97875,0,16818,Coalinga,CA,11026,2966,10.17%,53.16309,46965,40.412741,-86.101484,Oakford,IN,Howard
68777,18.97555,0,16819,Spencer,NE,632,263,14.40%,45.86799,46967,40.694298,-86.204238,Onward,IN,Cass
58747,18.97535,0,,Kief,ND,99,43,14.14%,46.31127,46968,41.175557,-86.554326,Ora,IN,Starke
52207,18.97524,0,,Baldwin,IA,303,135,9.24%,54.75575,46970,40.73991,-86.07581,Peru,IN,Miami
52144,18.97488,0,16820,Fort Atkinson,IA,988,416,9.51%,54.2824,46971,40.780955,-86.016441,Grissom Arb,IN,Miami
24147,18.97441,0,16821,Rich Creek,VA,754,317,9.55%,54.22225,46974,40.951589,-85.854151,Roann,IN,Wabash
